link;produk;harga;layar;chipset;memori;ram;kamera;os;rating
https://www.hallogsm.com/harga-hp/vivo-s18-pro/;Vivo S18 Pro;Rp6.999.000;AMOLED 6.78 inci;Mediatek Dimensity 9200+ (4 nm);256 GB / 512 GB;12 GB / 16 GB;Belakang Triple 50 MP + 12 MP + 50 MP, Depan 50 MP;Android 14;8.2
https://www.hallogsm.com/harga-hp/vivo-s18/;Vivo S18;Rp5.099.000;AMOLED 6.78 inci;Qualcomm Snapdragon 7 Gen 3 (4 nm);256 GB / 512 GB;8 GB / 12 GB / 16 GB;Belakang Dual 50 MP + 8 MP, Depan 50 MP;Android 14;8.2
https://www.hallogsm.com/harga-hp/realme-c67-5g/;Realme C67 5G;Rp2.499.000;IPS LCD 6.72 inci;Mediatek Dimensity 6100+ (6 nm);128 GB;4 GB / 6 GB;Belakang Dual 50 MP + 2 MP, Depan 16 MP;Android 13;7.8
https://www.hallogsm.com/harga-hp/realme-v50/;Realme V50;Rp2.699.000;IPS LCD 6.72 inci;Mediatek Dimensity 6100+ (6 nm);128 GB / 256 GB;6 GB / 8 GB;Belakang Dual 13 MP + 2 MP, Depan 8 MP;Android 13;7.8
https://www.hallogsm.com/harga-hp/vivo-y36i/;Vivo Y36i;Rp2.699.000;IPS LCD 6.56 inci;Mediatek Dimensity 6020 (7 nm);128 GB;4 GB;Belakang Dual 13 MP + 2 MP, Depan 5 MP;Android 13;7.6
https://www.hallogsm.com/harga-hp/vivo-y36m/;Vivo Y36m;Rp3.299.000;IPS LCD 6.56 inci;Mediatek Dimensity 6020 (7 nm);128 GB / 256 GB;6 GB / 8 GB;Belakang Dual 13 MP + 2 MP, Depan 5 MP;Android 13;7.6
https://www.hallogsm.com/harga-hp/xiaomi-redmi-13r/;Xiaomi Redmi 13R;Rp2.199.000;IPS LCD 6.74 inci;Mediatek Dimensity 6100+ (6 nm);128 GB;4 GB;Belakang Dual 50 MP + 0.8 MP, Depan 5 MP;Android 13;7.8
https://www.hallogsm.com/harga-hp/infinix-smart-8-hd/;Infinix Smart 8 HD;Rp1.199.000;IPS LCD 6.6 inci;Unisoc T606 (12 nm);64 GB;3 GB;Belakang Dual 13 MP + 0.08 MP, Depan 8 MP;Android 13;7.6
https://www.hallogsm.com/harga-hp/realme-gt5-pro/;Realme GT5 Pro;Rp7.899.000;AMOLED 6.78 inci;Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);256 GB / 512 GB;16 GB;Belakang Triple 50 MP + 50 MP + 8 MP, Depan 32 MP;Android 14;8
https://www.hallogsm.com/harga-hp/infinix-hot-40-pro/;Infinix Hot 40 Pro;Rp2.199.000;IPS LCD 6.78 inci;Mediatek Helio G99 (6nm);128 GB / 256 GB;8 GB;Belakang Triple 108 MP + 2 MP + 0.08 MP, Depan 32 MP;Android 13;7.6
https://www.hallogsm.com/harga-hp/infinix-hot-40/;Infinix Hot 40;Rp1.999.000;IPS LCD 6.78 inci;Mediatek MT6769H Helio G88 (12nm);128 GB / 256 GB;8 GB;Belakang Triple 50 MP + 2 MP + 0.08 MP, Depan 32 MP;Android 13;7.6
https://www.hallogsm.com/harga-hp/sharp-aquos-r8s-pro/;Sharp Aquos R8s Pro;Rp15.999.000;Pro IGZO OLED 6.6 inci;Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm);256 GB;12 GB;Belakang Dual 47.2 MP + 2 MP, Depan 12.6 MP;Android 13;8.2
https://www.hallogsm.com/harga-hp/sharp-aquos-r8s/;Sharp Aquos R8s;Rp12.999.000;IGZO OLED 6.4 inci;Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm);256 GB;8 GB;Belakang Dual 50.3 MP + 13 MP, Depan 8 MP;Android 13;8.2
https://www.hallogsm.com/harga-hp/xiaomi-redmi-13c-5g/;Xiaomi Redmi 13C 5G;Rp2.099.000;IPS LCD 6.74 inci;Mediatek Dimensity 6100+ (6 nm);128 GB / 256 GB;4 GB / 6 GB / 8 GB;Belakang Dual 50 MP + 0.8 MP, Depan 8 MP;Android 13;7.8
https://www.hallogsm.com/harga-hp/oneplus-12/;OnePlus 12;Rp9.499.000;LTPO AMOLED 6.82 inci;Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB / 24 GB;Belakang Triple 50 MP + 64 MP + 48 MP, Depan 32 MP;Android 14;8.8
https://www.hallogsm.com/harga-hp/infinix-xpad-20/;Infinix Xpad 20;Rp1.899.000;IPS LCD 11.0 inci;Mediatek Helio G88 (12 nm);128 GB;4 GB / 6 GB / 8 GB;Belakang 8 MP, Depan 5 MP;Android 15;8
https://www.hallogsm.com/harga-hp/realme-gt-7-dream-edition/;Realme GT 7 Dream Edition;Rp10.999.000;LTPO AMOLED 6.78 inci;Mediatek Dimensity 9400e (4 nm);512 GB;16 GB;Belakang Triple 50 MP + 50 MP + 8 MP, Depan 32 MP;Android 15;8.2
https://www.hallogsm.com/harga-hp/vivo-iqoo-pad5/;Vivo iQOO Pad5;Rp5.499.000;IPS LCD 12.1 inci;Mediatek Dimensity 9300+ (4 nm);128 GB / 256 GB / 512 GB;8 GB / 12 GB / 16 GB;Belakang 8 MP, Depan 5 MP;Android 15;7.8
https://www.hallogsm.com/harga-hp/realme-c71/;Realme C71;Rp2.399.000;IPS LCD 6.67 inci;Unisoc T7250 (12 nm);128 GB;4 GB / 6 GB;Belakang 50 MP, Depan 5 MP;Android 15;7.6
https://www.hallogsm.com/harga-hp/realme-c73/;Realme C73;Rp1.999.000;IPS LCD 6.67 inci;Mediatek Dimensity 6300 (6 nm);64 GB / 128 GB;4 GB;Belakang 32 MP, Depan 8 MP;Android 15;8
https://www.hallogsm.com/harga-hp/oppo-a5x/;Oppo A5x;Rp2.699.000;IPS LCD 6.67 inci;Mediatek Dimensity 6300 (6 nm);128 GB;4 GB;Belakang 32 MP, Depan 5 MP;Android 15;8
https://www.hallogsm.com/harga-hp/realme-gt-7t/;Realme GT 7T;Rp6.699.000;AMOLED 6.8 inci;Mediatek Dimensity 8400 Max (4 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Dual 50 MP + 8 MP, Depan 32 MP;Android 15;8.2
https://www.hallogsm.com/harga-hp/zte-nubia-redmzte-nubia-redmagic-10s-pro-plus/;ZTE Nubia RedMagic 10S Pro Plus;Rp13.599.000;AMOLED 6.85 inci;Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm);512 GB / 1 TB;16 GB / 24 GB;Belakang Triple 50 MP + 50 MP + 2 MP, Depan 16 MP;Android 15;8.2
https://www.hallogsm.com/harga-hp/zte-nubia-redmagic-10s-pro/;ZTE Nubia RedMagic 10S Pro;Rp11.999.000;AMOLED 6.85 inci;Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm);256 GB / 512 GB;12 GB / 16 GB;Belakang Triple 50 MP + 50 MP + 2 MP, Depan 16 MP;Android 15;8.2
https://www.hallogsm.com/harga-hp/honor-400/;Honor 400;Rp7.399.000;AMOLED 6.55 inci;Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Dual 200 MP + 12 MP, Depan 50 MP;Android 15;8.2
https://www.hallogsm.com/harga-hp/honor-pad-10/;Honor Pad 10;Rp5.799.000;IPS LCD 12.1 inci;Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm);256 GB;8 GB;Belakang 8 MP, Depan 8 MP;Android 15;7.8
https://www.hallogsm.com/harga-hp/xiaomi-civi-5-pro/;Xiaomi Civi 5 Pro;Rp7.499.000;AMOLED 6.55 inci;Qualcomm SM8735 Snapdragon 8s Gen 4 (4 nm);256 GB / 512 GB;12 GB / 16 GB;Belakang Triple 50 MP + 50 MP + 12 MP, Depan 50 MP;Android 15;8.4
https://www.hallogsm.com/harga-hp/infinix-gt-30-pro/;Infinix GT 30 Pro;Rp5.199.000;AMOLED 6.78 inci;Mediatek Dimensity 8350 Ultimate (4 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Dual 108 MP + 8 MP, Depan 13 MP;Android 15;8.2
https://www.hallogsm.com/harga-hp/infinix-xpad-gt/;Infinix Xpad GT;Rp6.599.000;IPS LCD 13.0 inci;Qualcomm SM8350 Snapdragon 888 5G (5 nm);256 GB;8 GB;Belakang 13 MP, Depan 9 MP;Android 15;7.8
https://www.hallogsm.com/harga-hp/oppo-a5-4g/;Oppo A5 4G;Rp3.799.000;IPS LCD 6.67 inci;Mediatek Dimensity 6300 (6 nm);128 GB / 256 GB;4 GB / 6 GB / 8 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 15;7.6
https://www.hallogsm.com/harga-hp/meizu-note-22-pro/;Meizu Note 22 Pro;Rp5.599.000;OLED 6.78 inci;Qualcomm SM7635 Snapdragon 7s Gen 3 (4 nm);256 GB / 512 GB;8 GB / 12 GB / 16 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 8 MP;Flyme AIOS 2;8.2
https://www.hallogsm.com/harga-hp/meizu-note-22/;Meizu Note 22;Rp3.899.000;IPS LCD 6.78 inci;Unisoc T8200 (6 nm);128 GB / 256 GB;8 GB / 12 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Flyme AIOS 2;7.6
https://www.hallogsm.com/harga-hp/motorola-moto-g86-power/;Motorola Moto G86 Power;Rp6.099.000;P-OLED 6.67 inci;Mediatek Dimensity 7300 (4 nm);128 GB / 256 GB / 512 GB;8 GB / 12 GB;Belakang Dual 50 MP + 8 MP, Depan 32 MP;Android 15;8.2
https://www.hallogsm.com/harga-hp/motorola-moto-g86/;Motorola Moto G86;Rp5.599.000;P-OLED 6.67 inci;Mediatek Dimensity 7300 (4 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Dual 50 MP + 8 MP, Depan 32 MP;Android 15;8
https://www.hallogsm.com/harga-hp/realme-neo7-turbo/;Realme Neo7 Turbo;Rp4.599.000;AMOLED 6.8 inci;Mediatek Dimensity 9400e (4 nm);256 GB / 512 GB;12 GB / 16 GB;Belakang Dual 50 MP + 8 MP, Depan 16 MP;Android 15;7.8
https://www.hallogsm.com/harga-hp/honor-magic6-lite-5g/;Honor Magic6 Lite 5G;Rp7.199.000;AMOLED 6.78 inci;Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm);256 GB;8 GB;Belakang Triple 108 MP + 5 MP + 2 MP, Depan 16 MP;Android 13;8.2
https://www.hallogsm.com/harga-hp/huawei-enjoy-70/;Huawei Enjoy 70;Rp2.599.000;TFT LCD 6.75 inci;Kirin 710A (14 nm);128 GB / 256 GB;Belum Diketahui;Belakang Dual 50 MP + 2 MP, Depan 8 MP;HarmonyOS 4.0;7.6
https://www.hallogsm.com/harga-hp/honor-x7b/;Honor X7b;Rp3.899.000;TFT LCD 6.8 inci;Qualcomm SM6225 Snapdragon 680 4G (6 nm);128 GB / 256 GB;6 GB / 8 GB;Belakang Triple 108 MP + 5 MP + 2 MP, Depan 8 MP;Android 13;8.2
https://www.hallogsm.com/harga-hp/tecno-spark-20/;Tecno Spark 20;Rp1.749.000;IPS LCD 6.6 inci;Mediatek MT6769Z Helio G85 (12nm);256 GB;8 GB;Belakang Dual 50 MP + 2 MP, Depan 32 MP;Android 13;7.6
https://www.hallogsm.com/harga-hp/meizu-21/;Meizu 21;Rp7.499.000;AMOLED 6.55 inci;Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Triple 200 MP + 13 MP + 5 MP, Depan 16 MP;Android 13;8.4
https://www.hallogsm.com/harga-hp/vivo-y100i/;Vivo Y100i;Rp2.799.000;IPS LCD 6.64 inci;Mediatek MT6833V/ZA Dimensity 6020 (7 nm);512 GB;12 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 13;7.8
https://www.hallogsm.com/harga-hp/xiaomi-poco-x6-pro/;Xiaomi Poco X6 Pro;Rp9.999.999;OLED 6.67 inci;Mediatek Dimensity 8300 Ultra (4 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB;Belakang Triple 64 MP + 8 MP + 2 MP, Depan 16 MP;Android 14;8.2
https://www.hallogsm.com/harga-hp/infinix-hot-40i/;Infinix Hot 40i;Rp1.599.000;IPS LCD 6.56 inci;Mediatek MT6769H Helio G88 (12nm);256 GB;8 GB;Belakang Dual 50 MP + 2 MP, Depan 32 MP;Android 13;7.8
https://www.hallogsm.com/harga-hp/xiaomi-redmi-k70-pro/;Xiaomi Redmi K70 Pro;Rp7.299.000;OLED 6.67 inci;Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB / 24 GB;Belakang Triple 50 MP + 50 MP + 12 MP, Depan 16 MP;Android 14;8.4
https://www.hallogsm.com/harga-hp/xiaomi-redmi-k70/;Xiaomi Redmi K70;Rp5.499.000;OLED 6.67 inci;Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 16 MP;Android 14;8.4
https://www.hallogsm.com/harga-hp/xiaomi-redmi-k70e/;Xiaomi Redmi K70E;Rp4.399.000;OLED 6.67 inci;Mediatek Dimensity 8300 Ultra (4 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB;Belakang Triple 64 MP + 8 MP + 2 MP, Depan 16 MP;Android 14;8.2
https://www.hallogsm.com/harga-hp/huawei-matepad-pro-11-2024/;Huawei MatePad Pro 11 2024;Rp6.599.000;OLED 11 inci;Kirin 9000S (7 nm);256 GB / 512 GB;12 GB;Belakang Dual 13 MP + 8 MP, Depan 16 MP;Harmony OS 4.0;8.2
https://www.hallogsm.com/harga-hp/zte-nubia-red-magic-9-pro-plus/;ZTE Nubia Red Magic 9 Pro+;Rp11.999.000;AMOLED 6.8 inci;Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);256 GB / 512 GB / 1 TB;16 GB / 24 GB;Belakang Triple 50 MP + 50 MP + 2 MP, Depan 16 MP;Android 14;8.8
https://www.hallogsm.com/harga-hp/zte-nubia-red-magic-9-pro/;ZTE Nubia Red Magic 9 Pro;Rp9.699.000;AMOLED 6.8 inci;Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Triple 50 MP + 50 MP + 2 MP, Depan 16 MP;Android 14;8.8
https://www.hallogsm.com/harga-hp/oppo-reno11-pro-china/;Oppo Reno11 Pro (China);Rp7.699.000;OLED 6.74 inci;Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm);256 GB / 512 GB;12 GB;Belakang Triple 50 MP + 32 MP + 8 MP, Depan 32 MP;Android 14;8.6
https://www.hallogsm.com/harga-hp/oppo-reno11-china/;Oppo Reno11 (China);Rp5.499.000;OLED 6.7 inci;Mediatek MT6896 Dimensity 8200 (4 nm);256 GB / 512 GB;8 GB / 12 GB;Belakang Triple 50 MP + 32 MP + 8 MP, Depan 32 MP;Android 14;8.2
https://www.hallogsm.com/harga-hp/realme-v50s/;Realme V50s;Rp3.099.000;IPS LCD 6.72 inci;Mediatek Dimensity 6100+ (6 nm);128 GB;6 GB / 8 GB;Belakang Dual 13 MP + 2 MP, Depan 8 MP;Android 13;7.8
https://www.hallogsm.com/harga-hp/vivo-y12-4g/;Vivo Y12 4G;Rp2.099.000;IPS LCD 6.56 inci;Mediatek MT6769Z Helio G85 (12nm);128 GB;6 GB;Belakang Dual 13 MP + 2 MP, Depan 8 MP;Android 13;7.6
https://www.hallogsm.com/harga-hp/tecno-spark-20c/;Tecno Spark 20C;Rp1.499.000;IPS LCD 6.6 inci;MediaTek Helio G85 (12nm);128 GB;4 GB / 8 GB;Belakang Dual 50 MP + 12 MP, Depan 8 MP;Android 13;7.4
https://www.hallogsm.com/harga-hp/samsung-galaxy-a25/;Samsung Galaxy A25;Rp4.299.000;Super AMOLED 6.5 inci;Exynos 1280 (5 nm);128 GB / 256 GB;6 GB / 8 GB;Belakang Triple 50 MP + 8 MP + 2 MP, Depan 13 MP;Android 14;7.8
https://www.hallogsm.com/harga-hp/honor-100-pro/;Honor 100 Pro;Rp9.999.999;AMOLED 6.78 inci;Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm);256 GB / 512 GB;12 GB / 16 GB;Belakang Triple 50 MP + 32 MP + 12 MP, Depan Dual 50 MP + 2 MP;Android 14;8.2
https://www.hallogsm.com/harga-hp/honor-100/;Honor 100;Rp9.999.999;AMOLED 6.78 inci;Qualcomm Snapdragon 7 Gen 3;256 GB / 512 GB;12 GB / 16 GB;Belakang Dual 50 MP + 12 MP, Depan 50 MP;Android 14;8.2
https://www.hallogsm.com/harga-hp/xiaomi-redmi-note-13r-pro/;Xiaomi Redmi Note 13R Pro;Rp4.299.000;OLED 6.67 inci;Mediatek MT6833P Dimensity 6080 (6 nm);256 GB;12 GB;Belakang Dual 100 MP + 2 MP, Depan 16 MP;Android 13;7.8
https://www.hallogsm.com/harga-hp/tecno-spark-go-2024/;Tecno Spark Go 2024;Rp1.399.000;IPS LCD 6.6 inci;Unisoc T606 (12 nm);128 GB;4 GB;Belakang Dual 13 MP + 0.3 MP, Depan 8 MP;Android 13;8
https://www.hallogsm.com/harga-hp/oppo-pad-air2/;Oppo Pad Air2;Rp9.999.999;IPS LCD 11.35 inci;Mediatek MT8781 Helio G99 (6nm);128 GB / 256 GB;8 GB;Belakang 8 MP, Depan 8 MP;Android 13;8.2
https://www.hallogsm.com/harga-hp/vivo-x100-pro/;Vivo X100 Pro;Rp16.999.000;LTPO AMOLED 6.78 inci;Mediatek Dimensity 9300 (4 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB;Belakang Triple 50 MP + 50 MP + 50 MP, Depan 32 MP;Android 14;8.8
https://www.hallogsm.com/harga-hp/vivo-x100/;Vivo X100;Rp11.999.000;LTPO AMOLED 6.78 inci;Mediatek Dimensity 9300 (4 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB;Belakang Triple 50 MP + 64 MP + 50 MP, Depan 32 MP;Android 14;8.6
https://www.hallogsm.com/harga-hp/samsung-galaxy-m44/;Samsung Galaxy M44;Rp9.999.999;PLS LCD 6.58 inci;Qualcomm SM8350 Snapdragon 888 5G (5 nm);128 GB;6 GB;Belakang Triple 50 MP + 2 MP + 2 MP, Depan 13 MP;Android 13;7.8
https://www.hallogsm.com/harga-hp/honor-x50i-plus/;Honor X50i Plus;Rp3.499.000;AMOLED 6.7 inci;Mediatek Dimensity 6080 (6 nm);256 GB / 512 GB;12 GB;Belakang Dual 108 MP + 2 MP, Depan 8 MP;Android 13;8.4
https://www.hallogsm.com/harga-hp/infinix-smart-8/;Infinix Smart 8;Rp1.099.000;IPS LCD 6.6 inci;Unisoc T606 (12 nm);128 GB;8 GB;Belakang Dual 13 MP + 0.3 MP, Depan 8 MP;Android 13;8
https://www.hallogsm.com/harga-hp/xiaomi-redmi-13c/;Xiaomi Redmi 13C;Rp1.999.000;IPS LCD 6.74 inci;Mediatek MT6769Z Helio G85 (12nm);128 GB / 256 GB;4 GB / 6 GB / 8 GB;Belakang Triple 50 MP + 2 MP + 0.8 MP, Depan 8 MP;Android 13;8
https://www.hallogsm.com/harga-hp/vivo-iqoo-12-pro/;Vivo iQOO 12 Pro;Rp10.999.000;AMOLED 6.78 inci;Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);256 GB / 512 GB / 1 TB;16 GB;Belakang Triple 50 MP + 64 MP + 50 MP, Depan 16 MP;Android 14;8.6
https://www.hallogsm.com/harga-hp/vivo-iqoo-12/;Vivo iQOO 12;Rp8.599.000;AMOLED 6.78 inci;Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB;Belakang Triple 50 MP + 64 MP + 50 MP, Depan 16 MP;Android 14;8.4
https://www.hallogsm.com/harga-hp/vivo-y27s/;Vivo Y27s;Rp2.399.000;IPS LCD 6.64 inci;Qualcomm SM6225 Snapdragon 680 4G (6 nm);128 GB / 256 GB;8 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 13;8
https://www.hallogsm.com/harga-hp/xiaomi-poco-c65/;Xiaomi Poco C65;Rp1.399.000;IPS LCD 6.74 inci;Mediatek MT6769Z Helio G85 (12nm);128 GB / 256 GB;6 GB / 8 GB;Belakang Dual 50 MP + 0.08 MP, Depan 5 MP;Android 13;7.8
https://www.hallogsm.com/harga-hp/alcatel-1b-2022/;Alcatel 1B (2022);Rp1.649.000;TFT LCD 5.5 inci;Mediatek MT6761 Helio A22 (12 nm);32 GB;2 GB;Belakang 8 MP, Depan 5 MP;Android 11 (Go edition);6.6
https://www.hallogsm.com/harga-hp/oppo-a2-5g/;Oppo A2 5G;Rp3.599.000;IPS LCD 6.72 inci;Mediatek Dimensity 6020 (7 nm);256 GB / 512 GB;12 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 13;8
https://www.hallogsm.com/harga-hp/huawei-nova-11-se/;Huawei Nova 11 SE;Rp4.399.000;OLED 6.67 inci;Qualcomm Snapdragon 680 4G (6 nm);256 GB / 512 GB;12 GB;Belakang Triple 100 MP + 8 MP + 2 MP, Depan 32 MP;HarmonyOS 4;8
https://www.hallogsm.com/harga-hp/tecno-pop-8/;Tecno Pop 8;Rp1.399.000;IPS LCD 6.6 inci;Unisoc T606 (12 nm);64 GB / 128 GB;3 GB / 4 GB;Belakang Dual 13 MP + 0.08 MP, Depan 8 MP;Android 13 (Go edition);7.4
https://www.hallogsm.com/harga-hp/vivo-y100-5g/;Vivo Y100 5G;Rp3.099.000;AMOLED 6.78 inci;Qualcomm SM6375 Snapdragon 695 5G (6 nm);128 GB / 256 GB / 512 GB;8 GB / 12 GB;Belakang Dual 64 MP + 2 MP, Depan 8 MP;Android 13;8.4
https://www.hallogsm.com/harga-hp/itel-a70-4g/;Itel A70 4G;Rp1.299.000;IPS LCD 6.6 inci;Unisoc T603;128 GB / 256 GB;3 GB / 4 GB;Belakang Dual 13 MP + 0.08 MP, Depan 8 MP;Android 13 (Go edition);7.6
https://www.hallogsm.com/harga-hp/samsung-galaxy-z-flip5-retro-edition/;Samsung Galaxy Z Flip5 Retro Edition;Rp9.999.999;Foldable Dynamic AMOLED 2x 6.7 inci;Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm);256 GB / 512 GB;8 GB;Belakang Dual 12 MP + 12 MP, Depan 10 MP;Android 13;8.4
https://www.hallogsm.com/harga-hp/oppo-a79/;Oppo A79;Rp3.999.000;IPS LCD 6.72 inci;Mediatek Dimensity 6020 (7 nm);128 GB;8 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 13;8
https://www.hallogsm.com/harga-hp/samsung-galaxy-a15-5g/;Samsung Galaxy A15 5G;Rp3.599.000;Super AMOLED 6.5 inci;Mediatek Dimensity 6100+ (6 nm);256 GB;8 GB;Belakang Triple 50 MP + 5 MP + 2 MP, Depan 13 MP;Android 14;7.6
https://www.hallogsm.com/harga-hp/samsung-galaxy-a15/;Samsung Galaxy A15;Rp2.899.000;Super AMOLED 6.5 inci;Mediatek MT8781 Helio G99 (6nm);128 GB / 256 GB;8 GB;Belakang Triple 50 MP + 5 MP + 2 MP, Depan 13 MP;Android 14;7.4
https://www.hallogsm.com/harga-hp/xiaomi-14-pro/;Xiaomi 14 Pro;Rp10.999.000;LTPO AMOLED 6.73 inci;Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);256 GB / 512 GB / 1 TB;12 GB / 16 GB;Belakang Triple 50 MP + 50 MP + 50 MP, Depan 32 MP;Android 14;8.8
https://www.hallogsm.com/harga-hp/infinix-zero-30-4g/;Infinix Zero 30 4G;Rp2.899.000;AMOLED 6.78 inci;Mediatek MT8781 Helio G99 (6nm);256 GB;8 GB;Belakang Triple 108 MP + 2 MP + 2 MP, Depan 50 MP;Android 13;8
https://www.hallogsm.com/harga-hp/vivo-t2-rusia/;Vivo T2 (Rusia);Rp4.799.000;AMOLED 6.62 inci;Mediatek MT8781 Helio G99 (6nm);128 GB / 256 GB;8 GB / 12 GB;Belakang Triple 64 MP + 2 MP + 2 MP, Depan 32 MP;Android 13;8.2
https://www.hallogsm.com/harga-hp/itel-pad1/;Itel Pad1;Rp1.599.000;IPS 10.1 inci;Unisoc SC9863A1 (28nm);128 GB;4 GB;Belakang 5 MP, Depan 8 MP;Android 12 (Go edition);7.4
https://www.hallogsm.com/harga-hp/vivo-v29e-india/;Vivo V29e (India);Rp4.999.000;AMOLED 6.78 inci;Qualcomm SM6375 Snapdragon 695 5G (6 nm);128 GB / 256 GB;8 GB;Belakang Dual 64 MP + 8 MP, Depan 50 MP;Android 13;8
https://www.hallogsm.com/harga-hp/zte-nubia-z50s/;ZTE Nubia Z50S;Rp4.899.000;AMOLED 6.67 inci;Qualcomm SM8550 Snapdragon 8 Gen 2 (4 nm);128 GB / 256 GB / 512 GB / 1 TB;8 GB / 12 GB / 16 GB;Belakang Dual 64 MP + 50 MP, Depan 16 MP;Android 13;8.4
https://www.hallogsm.com/harga-hp/vivo-y55t/;Vivo Y55T;Rp2.199.000;IPS LCD 6.64 inci;Mediatek Dimensity 6020 (7 nm);128 GB / 256 GB;6 GB / 8 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 13;8
https://www.hallogsm.com/harga-hp/vivo-y200-5g/;Vivo Y200 5G;Rp4.299.000;AMOLED 6.67 inci;Qualcomm SM4375 Snapdragon 4 Gen 1 (6 nm);128 GB;8 GB;Belakang Dual 64 MP + 2 MP, Depan 16 MP;Android 13;8.4
https://www.hallogsm.com/harga-hp/vivo-iqoo-z8x/;Vivo iQOO Z8x;Rp2.599.000;IPS LCD 6.64 inci;Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm);128 GB / 256 GB;8 GB / 12 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 13;8.2
https://www.hallogsm.com/harga-hp/vivo-y78t/;Vivo Y78t;Rp2.599.000;IPS LCD 6.64 inci;Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm);128 GB / 256 GB;8 GB / 12 GB;Belakang Dual 50 MP + 2 MP, Depan 8 MP;Android 13;8.2
https://www.hallogsm.com/harga-hp/oneplus-open/;OnePlus Open;Rp19.699.000;Foldable LTPO3 OLED 7.82 inci;Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm);512 GB / 1 TB;12 GB / 16 GB;Belakang Triple 48 MP + 64 MP + 48 MP, Depan 20 MP / 32 MP;Android 13;8.4
https://www.hallogsm.com/harga-hp/oppo-find-n3/;Oppo Find N3;Rp27.699.000;Foldable LTPO3 OLED 7.82 inci;Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm);512 GB / 1 TB;12 GB / 16 GB;Belakang Triple 48 MP + 64 MP + 48 MP, Depan 20 MP / 32 MP;Android 13;8.4
https://www.hallogsm.com/harga-hp/honor-x9b/;Honor X9b;Rp4.999.000;AMOLED 6.78 inci;Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm);256 GB;8 GB / 12 GB;Belakang Triple 108 MP + 5 MP + 2 MP, Depan 16 MP;Android 13;8.4
https://www.hallogsm.com/harga-hp/xiaomi-14/;Xiaomi 14;Rp11.999.000;LTPO OLED 6.36 inci;Qualcomm Snapdragon 8 Gen 3 (4 nm);256 GB / 512 GB / 1 TB;8 GB / 12 GB / 16 GB;Belakang Triple 50 MP + 50 MP + 50 MP, Depan 32 MP;Android 14;8.6
